"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"03/12/2011","Ozone","38","5","3","32","38","11","18"
"03/13/2011","Ozone","47","5","6","29","47","9","18"
"03/14/2011","NO2","39","7","6","39","36","23","17"
"03/15/2011","NO2","38","8","21","38","34","30","28"
"03/16/2011","PM10","58","5","9","10","39","58","18"
"03/17/2011","Ozone","42","3","6","24","42","15","14"
"03/18/2011","PM2.5","58","3","14","33","47","51","58"
"03/19/2011","Ozone","47","3","4","19","47","37","46"
"03/20/2011","Ozone","44","2","14","20","44","14","24"
"03/21/2011","PM10","49","8","9","45","48","49","39"
"03/22/2011","Ozone","38","3","4","27","38","5","10"
"03/23/2011","Ozone","47","5","7","37","47","15","11"
"03/24/2011","Ozone","47","2","9","20","47","26","18"
"03/25/2011","Ozone","46","3","7","28","46","14","24"
"03/26/2011","Ozone","46","5","10","35","46","7","10"
"03/27/2011","Ozone","49","3","3","25","49","6","8"
"03/28/2011","PM2.5","58",".","6","37",".","7","58"
"03/29/2011","PM2.5","42","5","6","42","39","11","42"
"03/30/2011","NO2","41","6","4","41","20","21","16"
"03/31/2011","Ozone","35","8","9","35","35","31","20"
"04/01/2011","Ozone","42","6","6","37","42","23","24"
"04/02/2011","Ozone","45","5","13","25","45","30","22"
"04/03/2011","Ozone","46","3","1","28","46","6","12"
"04/04/2011","Ozone","45",".","4","30","45","10","13"
"04/05/2011","Ozone","48","7","10","38","48","21","14"
"04/06/2011","Ozone","64","3","3","25","64","11","16"
"04/07/2011","Ozone","49","3","3","38","49","13","15"
"04/08/2011","Ozone","50","6","7","41","50","6","16"
"04/09/2011","Ozone","48","3","4","22","48","5","18"
"04/10/2011","Ozone","48","5","3","31","48","6","17"
"04/11/2011","Ozone","47","6","4","33","47","19","18"
"04/12/2011","Ozone","58","5","4","31","58","16","23"
"04/13/2011","Ozone","54","5","4","34","54","30","22"
"04/14/2011","Ozone","48","2","1","24","48","13","18"
"04/15/2011","Ozone","71","6","4","42","71","44","53"
"04/16/2011","Ozone","40","5","9","28","40","20","38"
"04/17/2011","Ozone","35","3","16","20","35","9","14"
"04/18/2011","Ozone","36","5","3","29","36","6","13"
"04/19/2011","Ozone","46","6","3","23","46","9","20"
"04/20/2011","NO2","39","7","4","39","38","19","25"
"04/21/2011","Ozone","45","6","11","31","45","14","14"
"04/22/2011","Ozone","51","3","4","26","51","12","21"
"04/23/2011","Ozone","74","3","7","30","74","19","37"
"04/24/2011","Ozone","54","5","7","32","54","14","33"
"04/25/2011","Ozone","54",".","6",".","54","5","11"
"04/26/2011","Ozone","49",".","4",".","49","4","8"
"04/27/2011","Ozone","47",".","4",".","47","15","11"
"04/28/2011","Ozone","49","3","6","26","49","21","16"
"04/29/2011","Ozone","48","3","3","11","48","6","9"
"04/30/2011","Ozone","44","3","1","29","44","5","13"
"05/01/2011","Ozone","48","3","4","29","48","9","18"
"05/02/2011","Ozone","61",".","3",".","61","17","17"
"05/03/2011","Ozone","50","3","4",".","50","31","16"
"05/04/2011","Ozone","47","3","4",".","47","19","14"
"05/05/2011","Ozone","67","6","10","36","67","33","21"
"05/06/2011","Ozone","45","5","9","29","45","29","25"
"05/07/2011","Ozone","49","3","9","22","49","24","26"
"05/08/2011","Ozone","47","3","4","9","47","14","15"
"05/09/2011","Ozone","47","2","4","20","47","4","7"
"05/10/2011","Ozone","37","3","3","22","37","8","19"
"05/11/2011","Ozone","42","3","7","25","42","9","12"
"05/12/2011","Ozone","58","5","4","30","58","20","35"
"05/13/2011","Ozone","58","3","21","24","58","41","28"
"05/14/2011","Ozone","44","3","7","22","44","23","31"
"05/15/2011","Ozone","54","2","7","6","54","49","38"
"05/16/2011","Ozone","74",".","3","6","74","22","23"
"05/17/2011","Ozone","51","3","3","26","51","5","12"
"05/18/2011","Ozone","47","3","3","24","47","7","10"
"05/19/2011","Ozone","46","3","3","21","46","6","11"
"05/20/2011","Ozone","44","3","6","26","44","7","10"
"05/21/2011","Ozone","50","3","3","18","50","12","20"
"05/22/2011","Ozone","67","3","6","18","67","9","22"
"05/23/2011","Ozone","61","3","6","18","61","11","25"
"05/24/2011","Ozone","54","2","6","26","54","5","15"
"05/25/2011","Ozone","71","3","19","25","71","14","15"
"05/26/2011","Ozone","71","2","6","14","71","24","15"
"05/27/2011","Ozone","51","3","9","33","51","18","15"
"05/28/2011","Ozone","64","2","3","13","64","11","17"
"05/29/2011","Ozone","64",".","24","22","64","3","7"
"05/30/2011","Ozone","46","3","9","29","46","5","15"
"05/31/2011","Ozone","67","3","6","26","67","14","18"
"06/01/2011","Ozone","97","3","7","33","97","61","26"
"06/02/2011","Ozone","58","2","29","15","58","21","22"
"06/03/2011","Ozone","54","3","4","39","54","13","17"
"06/04/2011","Ozone","100","5","11","36","100","38","31"
"06/05/2011","Ozone","50","5","6","30","50","30","27"
"06/06/2011","Ozone","54","3","14","25","54","52","47"
"06/07/2011","Ozone","44","2","4","15","44","18","11"
"06/08/2011","PM10","56","3","19","25","49","56","21"
"06/09/2011","Ozone","44","3","10","25","44","20","21"
"06/10/2011","Ozone","77","2","6","16","77","27","27"
"06/11/2011","Ozone","61","3","6","23","61","21","28"
"06/12/2011","Ozone","80","3","3","18","80","16","29"
"06/13/2011","Ozone","64",".","6","24","64","27","27"
"06/14/2011","Ozone","49","2","3","18","49","16","27"
"06/15/2011","Ozone","77","3","9","25","77","24","46"
"06/16/2011","Ozone","48","2","4","22","48","34","25"
"06/17/2011","Ozone","48","2","4","15","48","18","15"
"06/18/2011","Ozone","61","2","11","20","61","19","22"
"06/19/2011","Ozone","39","3","10","21","39","7","11"
"06/20/2011","Ozone","39","3","3","11","39","13","20"
"06/21/2011","Ozone","67","3","7","23","67","19","22"
"06/22/2011","Ozone","122","3","6","29","122","25","34"
"06/23/2011","Ozone","71","3","7","24","71","38","28"
"06/24/2011","Ozone","44","3","10","20","44","29","33"
"06/25/2011","Ozone","87","2","9","23","87","26","29"
"06/26/2011","Ozone","50","2","7","18","50","18","23"
"06/27/2011","Ozone","100","2","6","25","100","24","43"
"06/28/2011","Ozone","64","3","19","28","64","55","40"
"06/29/2011","PM2.5","62","3","29","29","48","53","62"
"06/30/2011","Ozone","45","3","9","26","45","31","35"
"07/01/2011","Ozone","67","2","9","18","67","25","38"
"07/02/2011","Ozone","143","3","19","25","143","37","56"
"07/03/2011","Ozone","64","2","10","19","64","22","51"
"07/04/2011","PM2.5","59","3","14","16","50","26","59"
"07/05/2011","Ozone","48","3","11","32","48","17","33"
"07/06/2011","Ozone","90","2","21","19","90","24","35"
"07/07/2011","Ozone","67",".","9","26","67","31","33"
"07/08/2011","Ozone","64","3","9","31","64","22","38"
"07/09/2011","Ozone","51","2","10","13","51","32","25"
"07/10/2011","Ozone","47","2","30","10","47","19","20"
"07/11/2011","Ozone","51","3","10","17","51","18","22"
"07/12/2011","Ozone","42","3","7","34","42","21","23"
"07/13/2011","Ozone","44","2","19","35","44","24","19"
"07/14/2011","Ozone","45","2","14","21","45","28","18"
"07/15/2011","Ozone","54","2","9","23","54","28","21"
"07/16/2011","Ozone","51","2","17","30","51","20","18"
"07/17/2011","Ozone","50","3","9","25","50","18","20"
"07/18/2011","Ozone","47","2","7","22","47","27","22"
"07/19/2011","Ozone","45",".","21","20","45","31","27"
"07/20/2011","Ozone","90","3","11","18","90","29","31"
"07/21/2011","Ozone","101","3","14","27","101","38","33"
"07/22/2011","Ozone","115","2","23","24","115","29","32"
"07/23/2011","Ozone","74","2","26","20","74","31","43"
"07/24/2011","Ozone","105","2","14","17","105","29","54"
"07/25/2011","PM2.5","46","5","11","25","43","30","46"
"07/26/2011","Ozone","48","2","6","18","48","26","37"
"07/27/2011","Ozone","58","3","6","20","58","27","29"
"07/28/2011","Ozone","87","2","11","17","87","31","30"
"07/29/2011","Ozone","100","5","11","25","100","41","41"
"07/30/2011","Ozone","51","3","13","25","51","39","36"
"07/31/2011","Ozone","54","2","10","13","54","16","38"
"08/01/2011","PM2.5","48",".","7","21","48","19","48"
"08/02/2011","Ozone","126","3","14","24","126","19","38"
"08/03/2011","Ozone","61",".","13","20","61","19","21"
"08/04/2011","Ozone","50","2","13","25","50","11","20"
"08/05/2011","Ozone","71","3","13","27","71","12","25"
"08/06/2011","Ozone","105","2","19","26","105","29","34"
"08/07/2011","Ozone","90","3","13","23","90","25","27"
"08/08/2011","Ozone","93","3","16","31","93","33","35"
"08/09/2011","Ozone","50","3","24","29","50","37","38"
"08/10/2011","Ozone","119","3","7","29","119","41","39"
"08/11/2011","Ozone","71",".","14","28","71","41","51"
"08/12/2011","Ozone","97","3","11","27","97","35","53"
"08/13/2011","Ozone","126","3","23","17","126","53","48"
"08/14/2011","Ozone","51","2","13","10","51","31","31"
"08/15/2011","Ozone","46","2","20","18","46","20","21"
"08/16/2011","Ozone","108","5","11","27","108","46","69"
"08/17/2011","Ozone","108","3","10","29","108","40","48"
"08/18/2011","Ozone","74","6","14",".","74","52","37"
"08/19/2011","Ozone","97","3","9","36","97","36","34"
"08/20/2011","Ozone","67","3","10","25","67","40","43"
"08/21/2011","Ozone","64","3","14","16","64","19","21"
"08/22/2011","Ozone","74","3","16","32","74","26","30"
"08/23/2011","Ozone","97","3","20","30","97","41","39"
"08/24/2011","Ozone","136","5","21","30","136","44","43"
"08/25/2011","Ozone","64",".","16","25","64","19","42"
"08/26/2011","Ozone","87","5","11","40","87","30","36"
"08/27/2011","Ozone","108","3","61","31","108","31","33"
"08/28/2011","Ozone","100","2","17","26","100","16","24"
"08/29/2011","Ozone","108","3","16","31","108","22","38"
"08/30/2011","Ozone","100",".","13","37","100","48","53"
"08/31/2011","Ozone","64","3","29","15","64","38","44"
"09/01/2011","PM2.5","62","5","21",".","61","53","62"
"09/02/2011","Ozone","51","5","16",".","51","36","48"
"09/03/2011","Ozone","64","3","10","29","64","29","53"
"09/04/2011","Ozone","97","3","10","33","97","26","38"
"09/05/2011","Ozone","51","3","9","25","51","23","40"
"09/06/2011","Ozone","51","2","19","25","51","30","36"
"09/07/2011","Ozone","71","2","16","21","71","47","45"
"09/08/2011","Ozone","74","2","21","25","74","57","34"
"09/09/2011","Ozone","67",".","19",".","67","35","33"
"09/10/2011","Ozone","50","3","13","18","50","28","25"
"09/11/2011","Ozone","49","2","10","16","49","16","18"
"09/12/2011","Ozone","47","3","7","30","47","20","21"
"09/13/2011","Ozone","47","5","9","35","47","29","25"
"09/14/2011","Ozone","67","5","13","21","67","51","29"
"09/15/2011","Ozone","58","2","7","25","58","25","28"
"09/16/2011","SO2","50","3","50","34","43","19","23"
"09/17/2011","Ozone","51","3","6","22","51","10","17"
"09/18/2011","Ozone","51","3","11","22","51","20","31"
"09/19/2011","Ozone","44","5","9","36","44","24","22"
"09/20/2011","Ozone","42","6","9","32","42","37","26"
"09/21/2011","Ozone","44","5","20","30","44","33","29"
"09/22/2011","Ozone","47","5","13","31","47","31","27"
"09/23/2011","Ozone","54","6","41","32","54","41","30"
"09/24/2011","Ozone","64","5","11","41","64","29","32"
"09/25/2011","Ozone","58","5","14","34","58","22","23"
"09/26/2011","Ozone","46","5","11","26","46","30","25"
"09/27/2011","Ozone","54","6","17","39","54","46","34"
"09/28/2011","Ozone","61","6","10","35","61","52","33"
"09/29/2011","PM10","51","6","9","42","50","51","38"
"09/30/2011","PM10","53","6","19","51","42","53","36"
"10/01/2011","Ozone","45","7","9","30","45","27","26"
"10/02/2011","Ozone","42","5","11","33","42","18","28"
"10/03/2011","Ozone","40","5","11","33","40","31","25"
"10/04/2011","Ozone","31","3","14","29","31","19","15"
"10/05/2011","Ozone","37","2","17","12","37","11","8"
"10/06/2011","NO2","20","3","14","20",".","8","14"
"10/07/2011","NO2","25","5","3","25",".","10","15"
"10/08/2011","PM2.5","25","3","11","19",".","7","25"
"10/09/2011","Ozone","33","3","9","22","33","11","23"
"10/10/2011","Ozone","34","6","4","25","34","20","15"
"10/11/2011","NO2","26","6","4","26","23","13","18"
"10/12/2011","PM2.5","34","6","7","32","34","28","34"
"10/13/2011","PM10","39","7","9","38","30","39","38"
"10/14/2011","PM10","32","7","7","27","26","32","30"
"10/15/2011","NO2","39","7","13","39","29","22","32"
"10/16/2011","PM10","32","7","10","27","28","32","26"
"10/17/2011","Ozone","32","3","17","25","32","11","13"
"10/18/2011","PM2.5","36","6","3","36","17","29","36"
"10/19/2011","NO2","42","7","9","42","32","30","30"
"10/20/2011","PM10","38","7","23","33","28","38","34"
"10/21/2011","NO2","39","7","4","39","31","28","32"
"10/22/2011","PM2.5","33","6","20","28","32","20","33"
"10/23/2011","NO2","32","5","6","32","29","15","22"
"10/24/2011","NO2","35","7","7","35","13","29","22"
"10/25/2011","NO2","33","5","3","33","27","12","19"
"10/26/2011","NO2","34","5","11","34","25","16","24"
"10/27/2011","NO2","41","7","9","41","25","13","32"
"10/28/2011","PM2.5","50","9","9","44","25","21","50"
"10/29/2011","PM2.5","55","8","7","40","25","23","55"
"10/30/2011","PM2.5","38","8","16","34","32","26","38"
"10/31/2011","NO2","40","10","11","40","28","19","30"
"11/01/2011","Ozone","29","8","3","25","29","9","17"
"11/02/2011","NO2","36","6","7","36","28","20","35"
"11/03/2011","NO2","41",".","7","41","29","26","20"
"11/04/2011","NO2","37",".","13","37","36","30","17"
"11/05/2011","Ozone","26","3","4","26","26","6","25"
"11/06/2011","Ozone","30","3","4","27","30","7","15"
"11/07/2011","PM2.5","27","5","3","27","25","15","27"
"11/08/2011","PM2.5","40","6","3","34","23","18","40"
"11/09/2011","PM2.5","55","9","6","42","19","34","55"
"11/10/2011","PM2.5","70","11","7","42","15","50","70"
"11/11/2011","PM2.5","69","13","9","42","36","48","69"
"11/12/2011","Ozone","37","8","6","34","37","16","24"
"11/13/2011","NO2","34","9","4","34","27","9","32"
"11/14/2011","NO2","40","10","4","40","29","19","32"
"11/15/2011","NO2","40","11","3","40","31","23","30"
"11/16/2011","NO2","39","9","4","39","26","27","38"
"11/17/2011","NO2","40","10","10","40","30","31","19"
"11/18/2011","Ozone","29","5","3","25","29","19","13"
"11/19/2011","NO2","33","6","3","33","26","12","24"
"11/20/2011","PM2.5","59","9","6","31","10","23","59"
"11/21/2011","PM2.5","51","9","3","34","11","19","51"
"11/22/2011","NO2","35","10","3","35","16","19","21"
"11/23/2011","NO2","34","9","16","34","21","19","20"
"11/24/2011","NO2","35","7","23","35","33","9","20"
"11/25/2011","NO2","35","7","7","35","32","28","21"
"11/26/2011","NO2","38","9","6","38","27","19","30"
"11/27/2011","PM2.5","58","10","9","37","20","24","58"
"11/28/2011","PM2.5","75","14","11","51","5","48","75"
"11/29/2011","PM2.5","94","16","7","45","6","43","94"
"11/30/2011","PM2.5","72",".","64",".","24","41","72"
"12/01/2011","Ozone","30","3","9","14","30","23","6"
"12/02/2011","PM2.5","38","10","4","38","19","23","38"
"12/03/2011","NO2","34","5","4","34","29","13","26"
"12/04/2011","PM2.5","43","6","3","34","30","24","43"
"12/05/2011","PM2.5","33","3","3","25","30","20","33"
"12/06/2011","PM2.5","43","8","4","41","16","25","43"
"12/07/2011","PM2.5","61","13","7","42","10","40","61"
"12/08/2011","PM2.5","80","14","9","39","11","39","80"
"12/09/2011","PM2.5","105","16","7","42","6","44","105"
"12/10/2011","PM2.5","103","15","7","42","12","53","103"
"12/11/2011","PM2.5","120","17","7","48","9","54","120"
"12/12/2011","PM2.5","99","14","9","42","9","55","99"
"12/13/2011","PM2.5","97","11","6","40","8","37","97"
"12/14/2011","PM2.5","77","8","3","38","11","30","77"
"12/15/2011","PM2.5","89","9","4","36","9","35","89"
"12/16/2011","PM2.5","77","7","4","39","17","30","77"
"12/17/2011","PM2.5","99","10","7","35","10","46","99"
"12/18/2011","PM2.5","98","5","3","35","15","37","98"
"12/19/2011","PM2.5","79","3","4","30","14","31","79"
"12/20/2011","PM2.5","81","7","6","36","6","34","81"
"12/21/2011","PM2.5","58","9","4","35","19","36","58"
"12/22/2011","NO2","35","7","3","35","21","23","27"
"12/23/2011","PM2.5","60","10","9","40","15","39","60"
"12/24/2011","PM2.5","79","14","9","41","14","39","79"
"12/25/2011","PM2.5","88","14","13","39","14","42","88"
"12/26/2011","PM2.5","101","14","7","45","8","53","101"
"12/27/2011","PM2.5","108","17","9","58","2","58","108"
"12/28/2011","PM2.5","72","19","9","50","1","57","72"
"12/29/2011","PM10","62","19","9","42","9","62","47"
"12/30/2011","PM10","58","10","17","31","31","58","25"
"12/31/2011","NO2","38","7","4","38","32","19","19"
